over,win_probability,over_info,forecast
1.0,SRH 59.41%,Over 1 • LSG 3/0,Live Forecast: LSG 168
2.0,SRH 57.29%,Over 2 • LSG 13/0,Live Forecast: LSG 170
3.0,SRH 66.48%,Over 3 • LSG 15/1,Live Forecast: LSG 161
4.0,SRH 66.48%,Over 4 • LSG 20/1,Live Forecast: LSG 161
5.0,SRH 76.84%,Over 5 • LSG 23/2,Live Forecast: LSG 149
6.0,SRH 79.72%,Over 6 • LSG 27/2,Live Forecast: LSG 145
7.0,SRH 82.32%,Over 7 • LSG 30/2,Live Forecast: LSG 141
8.0,SRH 67.44%,Over 8 • LSG 45/2,Live Forecast: LSG 160
9.0,SRH 54.05%,Over 9 • LSG 49/2,Live Forecast: LSG 173
10.0,SRH 54.05%,Over 10 • LSG 57/3,Live Forecast: LSG 173
11.0,SRH 55.14%,Over 11 • LSG 65/3,Live Forecast: LSG 172
12.0,SRH 71.97%,Over 12 • LSG 69/4,Live Forecast: LSG 155
13.0,SRH 81.05%,Over 13 • LSG 73/4,Live Forecast: LSG 143
14.0,SRH 69.3%,Over 14 • LSG 90/4,Live Forecast: LSG 158
15.0,SRH 67.44%,Over 15 • LSG 102/4,Live Forecast: LSG 160
16.0,SRH 68.38%,Over 16 • LSG 112/4,Live Forecast: LSG 159
17.0,SRH 65.51%,Over 17 • LSG 126/4,Live Forecast: LSG 162
18.0,SRH 73.66%,Over 18 • LSG 131/4,Live Forecast: LSG 153
19.0,SRH 69.3%,Over 19 • LSG 146/4,Live Forecast: LSG 158
20.0,SRH 62.52%,Over 20 • LSG 165/4,Live Forecast: LSG 165
1.0,SRH 66.35%,Over 1 • SRH 8/0,SRH needed 158 runs from 114 balls
2.0,SRH 77.7%,Over 2 • SRH 25/0,SRH needed 141 runs from 108 balls
3.0,SRH 90.01%,Over 3 • SRH 47/0,SRH needed 119 runs from 102 balls
4.0,SRH 94.66%,Over 4 • SRH 64/0,SRH needed 102 runs from 96 balls
5.0,SRH 98.39%,Over 5 • SRH 87/0,SRH needed 79 runs from 90 balls
6.0,SRH 99.39%,Over 6 • SRH 107/0,SRH needed 59 runs from 84 balls
7.0,SRH 99.83%,Over 7 • SRH 126/0,SRH needed 40 runs from 78 balls
8.0,SRH 99.94%,Over 8 • SRH 143/0,SRH needed 23 runs from 72 balls
9.0,SRH 99.98%,Over 9 • SRH 157/0,SRH needed 9 runs from 66 balls
10.0,SRH 100%,Over 10 • SRH 167/0,SRH won by 10 wickets (with 62 balls remaining)
