over,win_probability,over_info,forecast,innings
1.0,SRH 53.79%,Over 1 • CSK 4/0,Live Forecast: CSK 176,1
2.0,SRH 53.79%,Over 2 • CSK 13/0,Live Forecast: CSK 176,2
3.0,SRH 53.79%,Over 3 • CSK 19/1,Live Forecast: CSK 176,2
4.0,CSK 55.94%,Over 4 • CSK 30/1,Live Forecast: CSK 185,2
5.0,CSK 72.92%,Over 5 • CSK 45/1,Live Forecast: CSK 202,2
6.0,CSK 70.2%,Over 6 • CSK 50/1,Live Forecast: CSK 199,2
7.0,CSK 75.49%,Over 7 • CSK 59/1,Live Forecast: CSK 205,2
8.0,CSK 60.21%,Over 8 • CSK 67/1,Live Forecast: CSK 189,2
9.0,CSK 71.13%,Over 9 • CSK 82/1,Live Forecast: CSK 200,2
10.0,CSK 81.5%,Over 10 • CSK 92/1,Live Forecast: CSK 213,2
11.0,CSK 82.17%,Over 11 • CSK 101/1,Live Forecast: CSK 214,2
12.0,CSK 86.31%,Over 12 • CSK 115/1,Live Forecast: CSK 221,2
13.0,CSK 80.82%,Over 13 • CSK 123/1,Live Forecast: CSK 212,2
14.0,CSK 79.39%,Over 14 • CSK 134/2,Live Forecast: CSK 210,2
15.0,CSK 79.39%,Over 15 • CSK 148/2,Live Forecast: CSK 210,2
16.0,CSK 78.65%,Over 16 • CSK 159/2,Live Forecast: CSK 209,2
17.0,CSK 85.22%,Over 17 • CSK 176/2,Live Forecast: CSK 219,2
18.0,CSK 86.31%,Over 18 • CSK 192/2,Live Forecast: CSK 221,2
19.0,CSK 81.5%,Over 19 • CSK 200/2,Live Forecast: CSK 213,2
20.0,CSK 80.82%,Over 20 • CSK 212/3,Live Forecast: CSK 212,2
1.0,CSK 82.06%,Over 1 • SRH 7/0,SRH needed 206 runs from 114 balls,2
2.0,CSK 86.69%,Over 2 • SRH 21/2,SRH needed 192 runs from 108 balls,2
3.0,CSK 84.67%,Over 3 • SRH 33/2,SRH needed 180 runs from 102 balls,2
4.0,CSK 85.68%,Over 4 • SRH 42/3,SRH needed 171 runs from 96 balls,2
5.0,CSK 92.03%,Over 5 • SRH 45/3,SRH needed 168 runs from 90 balls,2
6.0,CSK 92.63%,Over 6 • SRH 53/3,SRH needed 160 runs from 84 balls,2
7.0,CSK 94.22%,Over 7 • SRH 59/3,SRH needed 154 runs from 78 balls,2
8.0,CSK 92.31%,Over 8 • SRH 70/3,SRH needed 143 runs from 72 balls,2
9.0,CSK 95.88%,Over 9 • SRH 73/4,SRH needed 140 runs from 66 balls,2
10.0,CSK 97.89%,Over 10 • SRH 78/4,SRH needed 135 runs from 60 balls,2
11.0,CSK 98.85%,Over 11 • SRH 86/5,SRH needed 127 runs from 54 balls,2
12.0,CSK 98.83%,Over 12 • SRH 95/5,SRH needed 118 runs from 48 balls,2
13.0,CSK 99.37%,Over 13 • SRH 102/5,SRH needed 111 runs from 42 balls,2
14.0,CSK 99.76%,Over 14 • SRH 106/5,SRH needed 107 runs from 36 balls,2
15.0,CSK 99.89%,Over 15 • SRH 109/5,SRH needed 104 runs from 30 balls,2
16.0,CSK 99.98%,Over 16 • SRH 118/6,SRH needed 95 runs from 24 balls,2
17.0,CSK 99.99%,Over 17 • SRH 124/7,SRH needed 89 runs from 18 balls,2
18.0,CSK 99.99%,Over 18 • SRH 128/8,SRH needed 85 runs from 12 balls,2
19.0,CSK 100%,Over 19 • SRH 134/10,CSK won by 78 runs,1
