over,win_probability,over_info,forecast
1.0,RCB 57.95%,Over 1 • RCB 11/0,Live Forecast: RCB 188
2.0,RCB 56.88%,Over 2 • RCB 19/0,Live Forecast: RCB 187
3.0,PBKS 53.87%,Over 3 • RCB 20/1,Live Forecast: RCB 177
4.0,RCB 66.21%,Over 4 • RCB 36/1,Live Forecast: RCB 196
5.0,RCB 59.01%,Over 5 • RCB 44/2,Live Forecast: RCB 189
6.0,RCB 75.37%,Over 6 • RCB 56/2,Live Forecast: RCB 206
7.0,RCB 86.27%,Over 7 • RCB 72/2,Live Forecast: RCB 222
8.0,RCB 93.39%,Over 8 • RCB 90/2,Live Forecast: RCB 240
9.0,RCB 95.85%,Over 9 • RCB 106/2,Live Forecast: RCB 251
10.0,RCB 94.64%,Over 10 • RCB 119/3,Live Forecast: RCB 245
11.0,RCB 87.8%,Over 11 • RCB 125/3,Live Forecast: RCB 225
12.0,RCB 84.59%,Over 12 • RCB 133/3,Live Forecast: RCB 219
13.0,RCB 83.99%,Over 13 • RCB 144/3,Live Forecast: RCB 218
14.0,RCB 85.73%,Over 14 • RCB 153/3,Live Forecast: RCB 221
15.0,RCB 85.73%,Over 15 • RCB 164/3,Live Forecast: RCB 221
16.0,RCB 91.86%,Over 16 • RCB 185/3,Live Forecast: RCB 235
17.0,RCB 93.1%,Over 17 • RCB 200/3,Live Forecast: RCB 239
18.0,RCB 93.92%,Over 18 • RCB 217/4,Live Forecast: RCB 242
19.0,RCB 95.85%,Over 19 • RCB 238/4,Live Forecast: RCB 251
20.0,RCB 93.66%,Over 20 • RCB 241/7,Live Forecast: RCB 241
1.0,RCB 93.76%,Over 1 • PBKS 14/1,PBKS needed 228 runs from 114 balls
2.0,RCB 94.35%,Over 2 • PBKS 21/1,PBKS needed 221 runs from 108 balls
3.0,RCB 95.41%,Over 3 • PBKS 27/1,PBKS needed 215 runs from 102 balls
4.0,RCB 93.11%,Over 4 • PBKS 45/1,PBKS needed 197 runs from 96 balls
5.0,RCB 85.54%,Over 5 • PBKS 61/1,PBKS needed 181 runs from 90 balls
6.0,RCB 77.98%,Over 6 • PBKS 75/2,PBKS needed 167 runs from 84 balls
7.0,RCB 85.48%,Over 7 • PBKS 80/2,PBKS needed 162 runs from 78 balls
8.0,RCB 85.47%,Over 8 • PBKS 96/2,PBKS needed 146 runs from 72 balls
9.0,RCB 86.02%,Over 9 • PBKS 107/3,PBKS needed 135 runs from 66 balls
10.0,RCB 90.66%,Over 10 • PBKS 114/3,PBKS needed 128 runs from 60 balls
11.0,RCB 92.13%,Over 11 • PBKS 125/4,PBKS needed 117 runs from 54 balls
12.0,RCB 98.08%,Over 12 • PBKS 132/5,PBKS needed 110 runs from 48 balls
13.0,RCB 96.84%,Over 13 • PBKS 146/5,PBKS needed 96 runs from 42 balls
14.0,RCB 99.03%,Over 14 • PBKS 153/6,PBKS needed 89 runs from 36 balls
15.0,RCB 99.47%,Over 15 • PBKS 164/7,PBKS needed 78 runs from 30 balls
16.0,RCB 99.75%,Over 16 • PBKS 174/8,PBKS needed 68 runs from 24 balls
17.0,RCB 100%,Over 17 • PBKS 181/10,RCB won by 60 runs
